Indicateurs État


Date de l'export;04/05/2026
Année de la dernière période à valider;2026


Nom Association;Code Association;BA;T1 2026 - Statut;T1 2026 - Volumes distribué en Kg net- Valeurs calculées;T1 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T1 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T1 2026 - Nb foyers - Valeurs calculées;T1 2026 - Nb foyers - Valeurs retenues Asso;T1 2026 - Nb foyers - Valeurs retenues BA;T1 2026 - Nb bénéficiaires - Valeurs calculées;T1 2026 - Nb bénéficiaires - Valeurs retenues Asso;T1 2026 - Nb bénéficiaires - Valeurs retenues BA;T1 2026 - Nb passages - Valeurs calculées;T1 2026 - Nb passages - Valeurs retenues Asso;T1 2026 - Nb passages - Valeurs retenues BA;T1 2026 - Motif écart Asso;T1 2026 - Motif écart BA;T1 2026 - Dernière modification BA;T2 2026 - Statut;T2 2026 - Volumes distribué en Kg net- Valeurs calculées;T2 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T2 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T2 2026 - Nb foyers - Valeurs calculées;T2 2026 - Nb foyers - Valeurs retenues Asso;T2 2026 - Nb foyers - Valeurs retenues BA;T2 2026 - Nb bénéficiaires - Valeurs calculées;T2 2026 - Nb bénéficiaires - Valeurs retenues Asso;T2 2026 - Nb bénéficiaires - Valeurs retenues BA;T2 2026 - Nb passages - Valeurs calculées;T2 2026 - Nb passages - Valeurs retenues Asso;T2 2026 - Nb passages - Valeurs retenues BA;T2 2026 - Motif écart Asso;T2 2026 - Motif écart BA;T2 2026 - Dernière modification BA;T3 2026 - Statut;T3 2026 - Volumes distribué en Kg net- Valeurs calculées;T3 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T3 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T3 2026 - Nb foyers - Valeurs calculées;T3 2026 - Nb foyers - Valeurs retenues Asso;T3 2026 - Nb foyers - Valeurs retenues BA;T3 2026 - Nb bénéficiaires - Valeurs calculées;T3 2026 - Nb bénéficiaires - Valeurs retenues Asso;T3 2026 - Nb bénéficiaires - Valeurs retenues BA;T3 2026 - Nb passages - Valeurs calculées;T3 2026 - Nb passages - Valeurs retenues Asso;T3 2026 - Nb passages - Valeurs retenues BA;T3 2026 - Motif écart Asso;T3 2026 - Motif écart BA;T3 2026 - Dernière modification BA;T4 2026 - Statut;T4 2026 - Volumes distribué en Kg net- Valeurs calculées;T4 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;T4 2026 - Volumes distribué en Kg net - Valeurs retenues BA;T4 2026 - Nb foyers - Valeurs calculées;T4 2026 - Nb foyers - Valeurs retenues Asso;T4 2026 - Nb foyers - Valeurs retenues BA;T4 2026 - Nb bénéficiaires - Valeurs calculées;T4 2026 - Nb bénéficiaires - Valeurs retenues Asso;T4 2026 - Nb bénéficiaires - Valeurs retenues BA;T4 2026 - Nb passages - Valeurs calculées;T4 2026 - Nb passages - Valeurs retenues Asso;T4 2026 - Nb passages - Valeurs retenues BA;T4 2026 - Motif écart Asso;T4 2026 - Motif écart BA;T4 2026 - Dernière modification BA;Année 2026 - Statut;Année 2026 - Volumes distribué en Kg net- Valeurs calculées;Année 2026 - Volumes distribué en Kg net - Valeurs retenues Asso;Année 2026 - Volumes distribué en Kg net - Valeurs retenues BA;Année 2026 - Nb foyers - Valeurs calculées;Année 2026 - Nb foyers - Valeurs retenues Asso;Année 2026 - Nb foyers - Valeurs retenues BA;Année 2026 - Nb bénéficiaires - Valeurs calculées;Année 2026 - Nb bénéficiaires - Valeurs retenues Asso;Année 2026 - Nb bénéficiaires - Valeurs retenues BA;Année 2026 - Nb passages - Valeurs calculées;Année 2026 - Nb passages - Valeurs retenues Asso;Année 2026 - Nb passages - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 0-3 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 4-14 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 15-25 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 26-64 ans - Valeurs retenues BA;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs calculées;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs retenues Asso;Année 2026 - Bénéficiaires - âge - 65 ans ou plus - Valeurs retenues BA;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs calculées;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs retenues Asso;Année 2026 - Bénéficiaires - sexe - masculin - Valeurs retenues BA;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs calculées;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs retenues Asso;Année 2026 - Bénéficiaires - sexe - féminin - Valeurs retenues BA;Année 2026 - Motif écart Asso;Année 2026 - Motif écart BA;Année 2026 - Dernière modification BA
AJHIRALP CHRS LE COTENTIN;01380116;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CASOMI;01380122;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
La Poche Trouée;01380120;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
GAIA;01380124;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SOLIDARITE SDF GRENOBLE;01380119;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS ECHIROLLES PETITS PRES(Me;02380039;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
LE FOURNIL COMBOIRE;01380128;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AFMH;01380131;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
La maison de l'Ukraine;01380134;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SOLIDA'RIRE;01380135;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
UKRAINE GRENOBLE ISERE;01380137;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Association Kalyna Ukraine;01380138;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
EPICERIE EPISOL MARAUDE;01380146;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Maison Familiale Hospitalière;01380038;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Miléna;01380039;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AAAS BIEVRES LIERS Bossieu;01380051;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AJHIRALP Plan Hivernal;01380020;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Villard de Lans;02380014;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ADATE;01380065;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
AREPI SAINT HUBERT;01380071;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Association des Etudiants IFTS;01380074;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ADATE;01380085;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ARECE;01380087;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ODTI;01380088;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Village2 Echirolles;01380099;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Soulager et Soutenir;01380007;38000 B.A. de l'Isère;Validé;0,00;0,00;6200,00;0;0;33;0;0;99;0;0;1287;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Epicerie Coll.entr.T. Monenest;01380014;38000 B.A. de l'Isère;Validé;0,00;0,00;3580,00;0;0;17;0;0;39;0;0;373;;.;Le 27/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Préludes;01380045;38000 B.A. de l'Isère;Validé;0,00;0,00;4530,00;0;0;64;0;0;217;0;0;1786;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
VivaCité;01380008;38000 B.A. de l'Isère;Validé;0,00;0,00;3150,00;0;0;62;0;0;77;0;0;793;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Coll entr. Trièves Monsestier;01380013;38000 B.A. de l'Isère;Validé;0,00;0,00;1970,00;0;0;7;0;0;12;0;0;79;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
EMF;01380019;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;.;Le 21/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Education Populaire;01380021;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Equilibre;01380023;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;49;0;0;119;0;0;314;;.;Le 29/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Résidence Les Ecrins;01380026;38000 B.A. de l'Isère;Validé;0,00;0,00;1490,00;0;0;37;0;0;38;0;0;182;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Résidence Les Iles;01380027;38000 B.A. de l'Isère;Validé;0,00;0,00;780,00;0;0;44;0;0;47;0;0;113;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Résidence Le Taillefer;01380030;38000 B.A. de l'Isère;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Issue de Secours;01380031;38000 B.A. de l'Isère;Validé;0,00;0,00;1860,00;0;0;25;0;0;25;0;0;300;;.;Le 28/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Solicom;01380047;38000 B.A. de l'Isère;A revoir;0,00;0,00;0,00;0;0;28;0;0;70;0;0;910;;.;Le 29/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Solid'Action;01380048;38000 B.A. de l'Isère;Validé;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Crémieu;02380001;38000 B.A. de l'Isère;Validé;0,00;0,00;4550,00;0;0;34;0;0;56;0;0;162;;.;Le 20/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CCAS Chimilin;02380002;38000 B.A. de l'Isère;Validé;0,00;0,00;370,00;0;0;6;0;0;19;0;0;57;;.;Le 25/04/2026 par ba38;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;;;;Non reçu;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
